06.11;["Biopsie de la glande thyroïde, fermée [percutanée] [à l'aiguille]"];Biopsie-aspiration de la thyroïde
06.12;["Biopsie de la glande thyroïde, ouverte"]
06.13.10;["Biopsie fermée [percutanée] [à l'aiguille] de la glande parathyroïde, non guidée par l'imagerie"]
06.13.11;["Biopsie fermée [percutanée] [à l'aiguille] de la glande parathyroïde, guidée par l'imagerie"]
06.13.12;["Biopsie ouverte de la glande parathyroïde"]
06.13.99;["Biopsie de la glande parathyroïde, autre"]
06.19;["Autres techniques diagnostiques concernant les glandes thyroïde et parathyroïdes"]
06.2;["Lobectomie thyroïdienne unilatérale"];Ablation complète d'un lobe de la glande thyroïde (y compris isthme et collerette lobe opposé);Hémithyroïdectomie
06.2X.99;["Lobectomie thyroïdienne unilatérale, autre"]
06.39.11;["Résection subtotale unilatérale de la thyroïde, avec excision d'un nodule au côté opposé"]
06.39.12;["Résection subtotale unilatérale de la thyroïde, avec hémithyroïdectomie au côté opposé"]
06.39.13;["Réexploration de la thyroïde avec résection partielle"]
06.39.14;["Résection thyroïdienne partielle: résection de l'isthme"]
06.39.15;["Résection subtotale de la glande thyroïde"]
06.4X.00;["Thyroïdectomie totale, SAP "]
06.6X.12;["Excision de thyroïde linguale, transcervicale, avec résection du bord interne de l'os hyoïde"]
06.7X.10;["Excision d'un kyste médian du cou, sans résection du bord interne de l'os hyoïde"]
06.8;["Parathyroïdectomie"]
07.14.12;["Biopsie stéréotaxique de la glande hypophyse, par voie transsphénoïdale"];Mise en place d'un cadre stéréotaxique (tête) (93.59)
07.6;["Hypophysectomie"]
07.61;["Excision partielle de l'hypophyse par voie sousfrontale"];Cryohypophysectomie partielle, voie sousfrontale;Excision de lésion d'hypophyse, voie sousfrontale;Hypophysectomie subtotale, voie sousfrontale;Infundibulectomie hypophysaire, voie sousfrontale;Section de tige hypophysaire, voie sousfrontale
07.62;["Excision partielle de l'hypophyse, voie transsphénoïdale"]
07.71;["Exploration de la fosse hypophysaire"]
07.72;["Incision de l'hypophyse"];Aspiration d'hypophyse;Aspiration de craniopharyngiome;Aspiration de la poche craniobuccale;Aspiration de la poche de Rathke
07.79;["Autre opération de l'hypophyse"];Insertion de mèche dans la selle turcique
07.81;["Autre excision partielle du thymus"];Thymectomie partielle *;Excision partielle ouverte du thymus
07.82;["Autre excision totale du thymus"];Thymectomie totale *;Excision totale du thymus par voie ouverte
08.01;["Incision du bord de la paupière"]
08.22.10;["Excision d'autre lésion mineure de paupière, sans contrôle histographique (chirurgie micrographique)"]
08.22.11;["Excision d'autre lésion mineure de paupière, contrôlée par histographie (chirurgie micrographique)"]
08.22.99;["Excision d'autre lésion mineure de paupière, autre"]
08.59;["Autre ajustement de position de paupière"];Réparation du pli de l'épicanthus
08.59.99;["Autre ajustement de position de paupière, autre"]
08.61.00;["Reconstruction de paupière avec lambeau ou greffe cutané, SAP"]
08.61.10;["Reconstruction de paupière avec lambeau cutané"]
08.61.11;["Reconstruction de paupière avec greffe cutanée"]
08.61.99;["Autre reconstruction de paupière avec lambeau ou greffe cutanée, autre"]
08.62;["Reconstruction de paupière avec greffe de muqueuse"]
00;["Procédures et interventions, non classées ailleurs"]
00.0;["Ultrasons thérapeutiques"]
00.01;["Ultrason thérapeutique des vaisseaux de la tête et du cou"];Ultrason anti-sténose;Ultrason intravasculaire non-invasif
00.02;["Ultrason thérapeutique du coeur"];Ultrason anti-sténose;Ultrason intravasculaire non-invasif
00.03;["Ultrason thérapeutique de vaisseaux sanguins périphériques"];Ultrason anti-sténose;Ultrason intravasculaire non-invasif
00.09;["Autre ultrason thérapeutique"]
00.1;["Produits pharmaceutiques"]
00.10;["Implantation de substance chimiothérapeutique"];Implant cérébral de substance chimiothérapeutique;Interstitielle/intracavitaire
00.11;["Perfusion de drotrecogin alpha activé"];Perfusion de protéine recombinante
00.12;["Inhalation de monoxyde d'azote"];Thérapie au monoxyde d'azote
00.12.00;["Inhalation de monoxyde d'azote, durée du traitement inférieure à 48 heures"]
00.12.01;["Inhalation de monoxyde d'azote, durée du traitement de 48 à 96 heures"]
00.12.02;["Inhalation de monoxyde d'azote, durée du traitement de 96 heures et plus"]
00.13;["Injection ou perfusion de nesiritide"];Peptide natriurétique B humain (hBNP)
00.14;["Injection ou perfusion d'antibiotique du groupe des oxazolidinones"];Injection de linézolide
00.15;["Perfusion d'interleukine-2 [IL-2] à hautes doses"];Injection d'aldesleukine;Perfusion (bolus i.v., perfusion continue) d'interleukine
00.16;["Traitement sous pression de bypass veineux (greffe) [conduit] avec substance pharmaceutique"];Greffe (conduit) traité par pression hyperbare;Traitement ex-vivo de vaisseaux
00.17;["Perfusion d'agent vasopresseur"]
00.18;["Perfusion d'anticorps immunosuppressifs"];Thérapie par anticorps monoclonaux;Thérapie par anticorps polyclonaux;Durant la phase d'induction de transplantation d'organe solide
00.19;["Rupture de la barrière hémato-encéphalique [RBHE] par perfusion"];Perfusion d'une substance pour provoquer la rupture de la barrière hémato-encéphalique;Chimiothérapie (99.25)
00.2;["Imagerie intravasculaire (ultrasons) de vaisseaux sanguins"];Ultrasonographie endovasculaire;Ultrasons intravasculaires (IVUS);Toute procédure diagnostique ou thérapeutique simultanée
00.21;["Imagerie intravasculaire de vaisseaux cérébraux extracrâniens"];A. carotide commune et ses branches;Ultrasons intravasculaires (IVUS), vaisseaux cérébraux extracrâniens
00.22;["Imagerie intravasculaire de vaisseaux intrathoraciques"];Aorte et crosse aortique;Ultrasons intravasculaires (IVUS), vaisseaux intrathoraciques;Veine cave (supérieure) (inférieure)
00.23;["Imagerie intravasculaire de vaisseaux périphériques"];Imagerie de:;Ultrasons intravasculaires (IVUS), vaisseaux périphériques;Vaisseau(x) de bras;Vaisseau(x) de jambe(s)
00.24;["Imagerie intravasculaire de vaisseaux coronaires"];Ultrasons intravasculaires (IVUS), vaisseaux coronariens
00.24.0;["Détail de la sous-catégorie 00.24"]
00.24.00;["Imagerie intravasculaire de vaisseaux coronaires, SAP"]
00.24.10;["Ultrasons intravasculaires (IVUS) de vaisseaux coronaires, sans mesure de débit"]
00.24.11;["Ultrasons intravasculaires (IVUS) de vaisseaux coronaires, avec mesure de débit"]
00.24.99;["Imagerie intravasculaire de vaisseaux coronaires, autre"]
00.25;["Imagerie intravasculaire de vaisseaux rénaux"];Artère rénale;Ultrasons intravasculaires (IVUS), vaisseaux rénaux
00.28;["Imagerie intravasculaire, autre(s) vaisseau(x) spécifié(s)"]
00.29;["Imagerie intravasculaire, vaisseau(x) non spécifié(s)"]
00.3;["Chirurgie assistée par ordinateur [CAO]"];Chirurgie guidée par l'image (IGS);Navigation sans CT;Navigation sans imagerie;Procédure diagnostique ou thérapeutique
00.31;["Chirurgie assistée par ordinateur avec CT/CTA"]
00.32;["Chirurgie assistée par ordinateur avec IRM/IRMA"]
00.33;["Chirurgie assistée par ordinateur avec fluoroscopie"]
00.34;["Chirurgie assistée par ordinateur sans imagerie"]
00.35;["Chirurgie assistée par ordinateur avec sources de données multiples"]
00.39;["Autre chirurgie assistée par ordinateur"];Chirurgie assistée par ordinateur SAP
