04.49.99;["Sonstige Dekompression oder Lösung von Adhäsionen an sonstigen peripheren Nerven oder Ganglion, sonstige"]
04.5;["Transplantation von kranialem oder peripherem Nerv"];Nerventransplantation
00.98.99;["Wiederbefüllung und Programmierung einer vollständig implantierten, programmierbaren Infusionspumpe, sonstige"]
00.99;["Sonstige spezielle Interventionen"];Die jeweiligen organspezifischen Massnahmen.
00.99.0;["Detail der Subkategorie 00.99"]
00.99.00;["Sonstige spezielle Interventionen, n.n.bez."]
00.99.4;["Minimalinvasive Verfahren und Operationen über natürliche Körperöffnungen (NOTES)"]
00.99.40;["Minimalinvasive Technik "];Der operative Eingriff, sofern das minimalinvasive Vorgehen nicht bereits im Kode enthalten ist.
00.99.41;["Operationen über natürliche Körperöffnungen (NOTES), transoraler Zugangsweg"]
00.99.42;["Operationen über natürliche Körperöffnungen (NOTES), transgastraler Zugangsweg"]
00.99.43;["Operationen über natürliche Körperöffnungen (NOTES), transvaginaler Zugangsweg"]
00.99.44;["Operationen über natürliche Körperöffnungen (NOTES), transkolischer Zugangsweg"]
00.99.70;["Fluoreszenzgestützte Therapieverfahren"]
00.99.80;["Hybridtherapie"];Kombinationsverfahren im Rahmen gefässchirurgischer oder herzchirurgischer Massnahmen, bei dem in gleicher Sitzung ein perkutan-transluminales Verfahren mit einem offen chirurgischen Verfahren kombiniert wird.
00.99.91;["Virtuelle 3D-Rekonstruktionstechnik"]
00.99.92;["Intraoperative Anwendung der Verfahren"];Operativer Eingriff und Anwendung des Navigationssystems
00.99.99;["Sonstige spezielle Interventionen, sonstige"]
01.0;["Punktion am Schädel"]
01.01;["Zisternenpunktion"];Subokzipitalpunktion
01.02;["Ventrikelpunktion durch einen früher implantierten Katheter"];Punktion eines ventrikulären Shuntsystems
01.09;["Sonstige Punktion am Schädel"];Aspiration am Schädel, n.n.bez.;Aspiration am Subarachnoidal-Raum;Aspiration am Subdural-Raum;Punktion an der anterioren Fontanelle;Subdurale Punktion (durch die Fontanelle)
01.1;["Diagnostische Massnahmen an Schädel, Gehirn und Hirnhäuten"]
01.10;["Monitoring des intrakraniellen Drucks"];Implantation oder Wechsel einer intrakraniellen Messsonde (02.99.30);Kraniotomie der Kalotte als Zugang (01.24.2)
01.11;["Geschlossene [perkutane] [Nadel-] Biopsie an den Hirnhäuten"];Zugang durch ein Bohrloch
01.11.0;["Detail der Subkategorie 01.11"]
01.11.00;["Geschlossene [perkutane] [Nadel-] Biopsie an den Hirnhäuten, n.n.bez."]
01.11.10;["Stereotaktische geschlossene [perkutane] [Nadel-] Biopsie an den Hirnhäuten"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.11.99;["Geschlossene [perkutane] [Nadel-] Biopsie an den Hirnhäuten, sonstige"]
01.12;["Offene Biopsie an den Hirnhäuten"]
01.12.00;["Offene Biopsie an den Hirnhäuten, n.n.bez."]
01.12.10;["Stereotaktische offene Biopsie an den Hirnhäuten "];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.13.00;["Geschlossene [perkutane] [Nadel-] Biopsie am Gehirn, n.n.bez."]
01.13.10;["Stereotaktische geschlossene [perkutane] [Nadel-] Biopsie am Gehirn "];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.13.99;["Geschlossene [perkutane] [Nadel-] Biopsie am Gehirn, sonstige"]
01.14.00;["Offene Biopsie am Gehirn, n.n.bez."]
01.14.10;["Stereotaktische offene Biopsie am Gehirn "];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.15;["Biopsie am Schädel"]
01.16;["Monitoring der zerebralen Sauerstoffsättigung (PtiO2)"];Sauerstoffpartialdruck (PtiO2) im Gehirn ;Einsetzen eines Katheters oder einer Sonde für das Monitoring
01.17;["Monitoring der Gehirntemperatur"];Einsetzen eines Katheters oder einer Sonde für das Monitoring
01.18.00;["Sonstige diagnostische Massnahmen an Gehirn und Hirnhäuten, n.n.bez."]
01.18.10;["Geschlossene Biopsie an intrakraniellem Blutgefäss"]
01.18.11;["Stereotaktische geschlossene Biopsie an intrakraniellem Blutgefäss"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.18.20;["Offene Biopsie an intrakraniellem Blutgefäss"]
01.18.21;["Stereotaktische offene Biopsie an intrakraniellem Blutgefäss"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.18.99;["Sonstige diagnostische Massnahmen an Gehirn und Hirnhäuten, sonstige"]
01.19;["Sonstige diagnostische Massnahmen am Schädel"]
01.21;["Inzision und Drainage an den kranialen Sinus"]
01.22;["Entfernen der Elektrode(n) eines intrakraniellen Neurostimulators"];Jedes Entfernen des Pulsgenerators eines Neurostimulators (86.05)
01.23.20;["Rekraniotomie mit Entfernen von alloplastischem Material oder Medikamententrägers aus dem Schädelknochen"]
01.23.21;["Rekraniotomie mit Entfernen von alloplastischem Material oder Medikamententräger aus dem Epiduralraum"]
01.23.29;["Rekraniotomie mit Entfernen von sonstigen Material"]
01.23.99;["Rekraniotomie, sonstige"]
01.24;["Sonstige Kraniotomie"];Dekompression am Schädel;Exploration am Schädel;Kraniotomie zum Entleeren eines epiduralen Abszesses;Kraniotomie zum Entleeren eines extraduralen Hämatoms;Trepanation am Schädel
01.24.0;["Detail der Subkategorie 01.24"]
01.24.10;["Sonstige Kraniotomie mit Dekompression "]
01.24.11;["Sonstige Kraniotomie zur Entleerung eines epiduralen Hämatoms"]
01.24.12;["Sonstige Kraniotomie zur Entleerung eines epiduralen Empyems"]
01.24.13;["Sonstige Kraniotomie, Einlegen von alloplastischem Material oder Medikamententrägers in den  Schädelknochen oder Epiduralraum"]
01.24.14;["Sonstige Kraniotomie, Entfernung von alloplastischem Material oder Medikamententrägers aus Schädelknochen oder Epiduralraum"]
01.24.15;["Sonstige Kraniotomie, Entfernung eines Fremdkörpers aus Schädelknochen oder Epiduralraum"]
01.24.16;["Sonstige Kraniotomie, sonstige Drainage epiduraler Flüssigkeit oder aus sonstigen Gründen"]
01.24.2;["Zugang durch die Kalotte"];Die jeweilige diagnostische oder therapeutische Massnahme sofern der Zugangsweg nicht bereits im Kode enthalten ist.
01.24.20;["Kraniotomie der Kalotte als Zugang, n.n.bez."]
01.24.21;["Bohrlochtrepanation der Kalotte als Zugang"]
01.24.22;["Stereotaktisch geführte Schädeleröffnung über die Kalotte als Zugang "]
01.24.29;["Kraniotomie der Kalotte als Zugang, sonstige"]
01.24.3;["Zugang durch die Schädelbasis"];Nur zur Angabe des Zugangsweg im Rahmen einer Operation zu verwenden.
01.24.30;["Zugang durch die Schädelbasis, n.n.bez."]
01.24.31;["Zugang durch die Schädelbasis, transoral"]
01.24.32;["Zugang durch die Schädelbasis, transoral mit Spaltung des weichen Gaumens "]
01.24.33;["Zugang durch die Schädelbasis, transoral mit Spaltung des weichen und harten Gaumens "]
01.24.34;["Zugang durch die Schädelbasis, transsphenoidal"]
01.24.35;["Zugang durch die Schädelbasis, transethmoidal"]
01.24.36;["Zugang durch die Schädelbasis, transmastoidal"]
01.24.37;["Zugang durch die Schädelbasis, translabyrinthär"]
01.24.38;["Zugang durch die Schädelbasis, transpyramidal"]
01.24.39;["Zugang durch die Schädelbasis, sonstige"]
01.24.3A;["Zugang durch die Schädelbasis, transkondylär"]
01.24.3B;["Zugang durch die Schädelbasis, transorbital"]
01.25;["Sonstige Kraniektomie"];Débridement am Schädel, n.n.bez.;Sequestrektomie am Schädel
01.25.0;["Detail der Subkategorie 01.25"]
01.25.10;["Sonstige Kraniektomie mit Dekompression "]
01.25.11;["Sonstige Kraniektomie zur Entleerung eines epiduralen Hämatoms"]
01.25.12;["Sonstige Kraniektomie zur Entleerung eines epiduralen Empyems"]
01.25.13;["Sonstige Kraniektomie zur Entfernung eines Fremdkörpers aus Schädelknochen oder Epiduralraum"]
01.25.14;["Sonstige Kraniektomie mit Einlegen von alloplastischem Material oder eines Medikamententrägers in den Schädelknochen oder Epiduralraum"]
01.25.19;["Sonstige Kraniektomie zur Drainage epiduraler Flüssigkeit oder aus sonstigen Gründen"]
01.25.20;["Sonstige Kraniektomie, Rekraniektomie mit Einbringen einer Drainage"]
01.25.21;["Sonstige Kraniektomie, Rekraniektomie zur Entfernung von alloplastischem Material oder eines Medikamententrägers aus dem Schädelknochen oder Epiduralraumes"]
01.26;["Einsetzen und Ersetzen eines Katheters in die Schädelhöhle oder Hirngewebe"];Jede gleichzeitige Massnahme (z.Bsp. Resektion (01.59))
01.27.00;["Entfernung von Katheter(n) aus Schädelhöhle oder Hirngewebe, n.n.bez."]
01.27.10;["Entfernung eines intrazerebralen Katheters zur intraventrikulären Infusion"]
01.27.99;["Entfernung von Katheter(n) aus Schädelhöhle oder Hirngewebe, sonstige"]
01.28;["Einsetzen von intrakraniellen Katheter(n) via Bohrloch(löcher)"];Convection enhanced delivery;Konvektionsunterstützte Abgabe (CED) *;Stereotaktisches Einsetzen von intrakraniellem(n) Katheter(n);Infusion der therapeutischen Substanz
01.29.00;["Revision (ohne Ersetzen) von Katheter(n) aus Schädelhöhle oder Hirngewebe, n.n.bez."]
01.29.10;["Stereotaktische Revision (ohne Ersetzen) von intrazerebralen Kathetern zur intraventrikulären Infusion"]
01.29.99;["Revision (ohne Ersetzen) von Katheter(n) aus Schädelhöhle oder Hirngewebe, sonstige"]
01.31;["Inzision an den Hirnhäuten"]
01.31.00;["Inzision an den Hirnhäuten, n.n.bez. "]
01.31.10;["Inzision an den Hirnhäuten zur Entleerung eines subduralen Hämatoms (Hygroms)"]
01.31.11;["Inzision an den Hirnhäuten zur Entleerung eines subduralen Empyems"]
01.31.20;["Inzision an den Hirnhäuten zur Drainage von subduraler und subarachnoidaler Flüssigkeit "]
01.31.99;["Inzision an den Hirnhäuten, sonstige"]
01.32;["Lobotomie und Traktotomie"];Durchtrennung von Hirnbahnen;Durchtrennung von Hirngewebe;Perkutane (Radiofrequenz) Zingulotomie
01.32.20;["Lobotomie und Traktotomie, Stereotaktische Unterbrechung von Bahnsystemen"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.39;["Sonstige Inzision am Gehirn"];Amygdalohippokampotomie
01.39.00;["Sonstige Inzision am Gehirn, n.n.bez."]
01.39.10;["Sonstige Inzision am Gehirn zur Entleerung eines intrazerebralen Hämatoms "]
01.39.11;["Sonstige Inzision am Gehirn zur Entleerung eines intrazerebralen Abszesses"]
01.39.19;["Sonstige Inzision am Gehirn, Entleerung von sonstiger intrazerebraler Flüssigkeit"]
01.39.20;["Sonstige Inzision am Gehirn, Stereotaktische Entleerung eines intrakraniellen Hämatoms "];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.39.21;["Sonstige Inzision am Gehirn, Stereotaktische Entleerung eines intrakraniellen Abszesses"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.39.29;["Sonstige Inzision am Gehirn, Stereotaktische Entleerung sonstiger intrakranieller Flüssigkeit"];Anlegen eines Stereotaxie-Rahmens (Kopf) (93.59)
01.39.30;["Sonstige Inzision am Gehirn, Entfernung eines intrazerebralen Fremdkörpers"]
01.39.40;["Anlegen einer externen Drainage am Liquorsystem (z.B. ventrikulär, zisternal, subdural)"]
01.39.41;["Anlegen eines Reservoirs am Liquorsystem (z.B. ventrikulär, zisternal, subdural)"]
01.39.42;["Entfernen eines Reservoirs am Liquorsystem (z.B. ventrikulär, zisternal, subdural)"]
01.39.50;["Entfernung eines intrakraniellen Implantates "];Z.B: vollständig implantierbaren Infusionspumpe zur intraventrikulären Infusion, intrakranielle Neuroprothese oder intrakraniellen Messsonde
01.39.99;["Sonstige Inzision am Gehirn, sonstige"]
01.41;["Operationen am Thalamus"];Chemothalamektomie;Inzision am Thalamus *;Thalamotomie
01.42;["Operationen am Globus pallidum"];Inzision am Globus pallidum *;Pallidoansektomie;Pallidotomie
01.51;["Exzision von Läsion oder Gewebe an den Hirnhäuten"];Dekortikation an den Hirnhäuten;Resektion an den Hirnhäuten;Resektion einer subduralen Membran an den Hirnhäuten
01.51.0;["Detail der Subkategorie 01.51"]
01.51.00;["Exzision von Läsion oder Gewebe an den Hirnhäuten, n.n.bez. "]
01.51.10;["Exzision von Tumorgewebe an den Hirnhäuten mit Präparation von infiltriertem Nachbargewebe"]
01.51.99;["Exzision von Läsion oder Gewebe an den Hirnhäuten, sonstige"]
01.52;["Hemisphärektomie"]
01.53;["Lobektomie am Gehirn"]
01.53.10;["Lobektomie am Gehirn, hirneigenes intrazerebrales Tumorgewebe"]
01.59;["Sonstige Exzision oder Destruktion von Läsion oder Gewebe am Gehirn"];Curettage am Gehirn;Marsupialisation einer Hirn-Zyste;Transtemporale (Mastoid) Exzision eines Hirn-Tumors
01.59.00;["Sonstige Exzision oder Destruktion von Läsion oder Gewebe am Gehirn, n.n.bez."]
01.59.10;["Sonstige Exzision von hirneigenem intrazerebralen Tumorgewebe am Gehirn"]
01.59.11;["Sonstige Exzision von nicht hirneigenem intrazerebralen Tumorgewebe am Gehirn"]
01.59.12;["Sonstige Exzision von Läsion oder Gewebe am Gehirn, Debridement einer Kontusion am Gehirn"]
01.59.19;["Sonstige Exzision von Läsion oder Gewebe am Gehirn, sonstige"]
01.59.20;["Sonstige Destruktion von hirneigenem intrazerebralen Tumorgewebe am Gehirn"]
01.59.21;["Sonstige Destruktion von nicht hirneigenem intrazerebralen Tumorgewebe am Gehirn"]
01.59.29;["Sonstige Destruktion von Läsion oder Gewebe am Gehirn, sonstige"]
01.59.99;["Sonstige Exzision oder Destruktion von Läsion oder Gewebe am Gehirn, sonstige"]
01.6;["Exzision und Destruktion einer Läsion am Schädel "];Entfernen von Granulationsgewebe vom Schädel
01.6X;["Exzision und Destruktion einer Läsion am Schädel"];Exzision und einer Läsion am knöchernen Schädel und an den Hirnhäuten
01.6X.0;["Detail der Subkategorie 01.6X"]
01.6X.00;["Exzision und Destruktion einer Läsion am Schädel, n.n.bez."]
01.6X.10;["Exzision und Destruktion von Tumorgewebe an der Schädelbasis"]
01.6X.11;["Exzision und Destruktion von Tumorgewebe an der Kalotte "]
